ID,X_Ori,Y_Ori,X_Des,Y_Des,Weight
1646,3700239,2846655,3791650,2882966,1
1647,3712330,2860819,3832540,2874138,1
1648,3716306,2840557,3842362,2928128,1
1649,3716260,2871212,3709243,2890574,1
1650,3712124,2945629,3845579,2862943,1
1651,3837779,2877265,3707317,2936814,1
1652,3771065,2889063,3677680,2837279,1
1653,3848193,2873161,3728065,2812942,1
1654,3711492,2944686,3808397,2859921,1
1655,3684708,2894315,3827606,2838924,1
1656,3718465,2974688,3690413,2819420,1
1657,3838328,2833654,3777860,2978232,1
1658,3722982,2914042,3670291,2881871,1
1659,3822545,2938444,3734706,2934654,1
1660,3727855,2842767,3786210,2917644,1
1661,3747037,2909232,3814633,2910483,1
1662,3826296,2872939,3768898,2845555,1
1663,3785733,2828124,3807444,2969010,1
1664,3765808,2845286,3705051,2857837,1
1665,3843989,2927102,3814458,2939455,1
1666,3821722,2820851,3766856,2965468,1
1667,3665255,2917078,3818612,2936603,1
1668,3709317,2960009,3801549,2927843,1
1669,3717090,2952535,3837284,2943872,1
1670,3686895,2883702,3703365,2945883,1
1671,3783215,2925827,3756266,2925357,1
1672,3712340,2870681,3780545,2921797,1
1673,3729512,2853512,3784872,2975673,1
1674,3797222,2943403,3752166,2888676,1
1675,3843906,2924471,3704461,2809364,1
1676,3795694,2908128,3795988,2920201,1
1677,3710911,2972389,3737041,2963151,1
1678,3726272,2982229,3813909,2845185,1
1679,3686198,2947297,3675004,2928194,1
1680,3745056,2932037,3733527,2904871,1
1681,3831534,2939806,3806353,2853508,1
1682,3735504,2866705,3733498,2926931,1
1683,3824720,2964291,3735881,2799716,1
1684,3793118,2962842,3667137,2907193,1
1685,3744017,2964779,3775615,2807093,1
1686,3792159,2914752,3813187,2881649,1
1687,3740788,2896576,3811165,2873603,1
1688,3808244,2883994,3737626,2864898,1
1689,3827162,2893350,3718288,2868990,1
1690,3793419,2811319,3762914,2979355,1
1691,3815663,2869611,3837166,2882255,1
1692,3732419,2896159,3666407,2877360,1
1693,3838422,2884778,3683797,2843305,1
1694,3721924,2948376,3776381,2884054,1
1695,3696415,2845688,3802851,2920351,1
1696,3684612,2875356,3808215,2934872,1
1697,3729806,2805781,3774406,2935672,1
1698,3808252,2917836,3837633,2829810,1
1699,3837973,2857567,3766998,2830503,1
1700,3700240,2937100,3837047,2898814,1
1701,3747261,2812914,3834412,2908093,1
1702,3786053,2799021,3791291,2841570,1
1703,3825083,2849590,3825311,2881513,1
1704,3794715,2972625,3727375,2914985,1
1705,3778291,2846130,3804661,2832136,1
1706,3827505,2841940,3695526,2940600,1
1707,3768775,2817942,3753689,2859241,1
1708,3792948,2956795,3699717,2915353,1
1709,3749328,2903860,3820555,2940834,1
1710,3715964,2862240,3696712,2878263,1
1711,3685737,2829870,3789287,2922078,1
1712,3737974,2883397,3753331,2977056,1
1713,3729931,2837115,3803524,2898785,1
1714,3765429,2909236,3820412,2875064,1
1715,3706832,2820310,3813387,2887637,1
1716,3723554,2918265,3762575,2900419,1
1717,3692202,2852551,3775052,2873525,1
1718,3711525,2914608,3857789,2903230,1
1719,3770046,2948547,3676734,2935230,1
1720,3790928,2869932,3831221,2929564,1
1721,3794715,2806153,3679507,2886775,1
1722,3819878,2950074,3783727,2938452,1
1723,3689611,2920636,3725597,2821404,1
1724,3828175,2886770,3699342,2832791,1
1725,3758208,2988507,3732914,2833605,1
1726,3683972,2925987,3779103,2915504,1
1727,3751968,2813675,3724436,2910427,1
1728,3730785,2851631,3713843,2949205,1
1729,3716951,2899735,3690058,2951156,1
1730,3714185,2817025,3757764,2790192,1
1731,3687984,2903058,3786421,2904857,1
1732,3758235,2893936,3859202,2900288,1
1733,3741316,2851886,3707638,2838845,1
1734,3743365,2833161,3824961,2931541,1
1735,3760341,2790803,3841678,2856535,1
1736,3763582,2970211,3726154,2948380,1
1737,3747602,2846932,3766677,2881364,1
1738,3680197,2941544,3839026,2919790,1
1739,3708255,2846661,3743585,2907505,1
1740,3765826,2808515,3687438,2912755,1
1741,3735231,2959238,3777286,2886833,1
1742,3740028,2925137,3781237,2975180,1
1743,3835215,2916761,3749482,2940201,1
1744,3700832,2880023,3804591,2903378,1
1745,3831819,2869139,3712440,2916650,1
1746,3787779,2926796,3848983,2872167,1
1747,3729086,2850921,3815150,2823562,1
1748,3696938,2949760,3723060,2915761,1
1749,3732913,2820486,3795271,2916545,1
1750,3693463,2927323,3812479,2825954,1
1751,3694517,2887217,3672785,2927232,1
1752,3678710,2925655,3776261,2872632,1
1753,3699836,2827406,3714255,2886696,1
1754,3720499,2860234,3845241,2888860,1
1755,3697169,2838635,3726431,2971584,1
1756,3669217,2918330,3712302,2966040,1
1757,3718172,2892715,3815580,2970958,1
1758,3782025,2980740,3823010,2850681,1
1759,3817741,2903235,3820631,2904111,1
1760,3769869,2954145,3731486,2805154,1
1761,3801003,2827240,3792389,2947058,1
1762,3800540,2977852,3774892,2957271,1
1763,3688193,2843513,3761133,2909004,1
1764,3822387,2898321,3800937,2846885,1
1765,3796585,2884964,3697182,2885684,1
1766,3715899,2858655,3711130,2917876,1
1767,3739712,2922151,3726883,2885468,1
1768,3682390,2830550,3840683,2868933,1
1769,3681459,2859106,3768544,2898839,1
1770,3812121,2839898,3794153,2894717,1
1771,3705764,2845278,3729400,2886758,1
1772,3775370,2853031,3754227,2845737,1
1773,3756328,2877144,3843597,2837022,1
1774,3853020,2894863,3799882,2896575,1
1775,3824646,2861989,3762233,2937817,1
1776,3828737,2850234,3815257,2959514,1
1777,3789216,2851000,3683477,2899467,1
1778,3669164,2906740,3775464,2951337,1
1779,3767857,2876754,3754480,2807021,1
1780,3786944,2890909,3751214,2892173,1
1781,3726377,2941451,3786179,2802869,1
1782,3827325,2922625,3784646,2893670,1
1783,3715234,2919230,3799737,2929106,1
1784,3717349,2876762,3845836,2929165,1
1785,3672395,2864838,3693781,2909565,1
1786,3821761,2893160,3721594,2973930,1
1787,3802106,2845323,3748612,2803970,1
1788,3782782,2901916,3721320,2932194,1
1789,3766477,2941134,3728196,2911881,1
1790,3787525,2818898,3796083,2831020,1
1791,3810046,2914873,3806783,2931112,1
1792,3727525,2846205,3706340,2938563,1
1793,3719526,2828668,3808749,2850716,1
1794,3736889,2968629,3680988,2874718,1
1795,3825968,2895948,3727797,2811951,1
1796,3706767,2900696,3766688,2946128,1
1797,3804014,2827607,3700166,2936918,1
1798,3825401,2918877,3699407,2909795,1
1799,3734495,2861048,3796547,2920460,1
1800,3726515,2893438,3706556,2851775,1
1801,3818719,2892149,3788268,2928996,1
1802,3720700,2844491,3780350,2959070,1
1803,3805456,2870955,3824633,2861500,1
1804,3664839,2899066,3731525,2852328,1
1805,3696532,2828715,3776146,2794279,1
1806,3831417,2954956,3858383,2890593,1
1807,3720790,2798359,3685562,2915562,1
1808,3742876,2951869,3824236,2877126,1
1809,3715675,2931884,3820729,2967241,1
1810,3798453,2799986,3783189,2955667,1
1811,3705128,2837386,3779431,2894940,1
1812,3754629,2889834,3747239,2963928,1
1813,3817938,2892069,3735597,2967747,1
1814,3753443,2937053,3820742,2821227,1
1815,3744253,2868793,3670940,2929461,1
1816,3756448,2851301,3768268,2791237,1
1817,3837131,2841666,3691165,2840666,1
1818,3720559,2974677,3672907,2874524,1
1819,3758441,2968538,3764105,2886906,1
1820,3798861,2900808,3696505,2947886,1
1821,3844080,2866374,3744890,2873232,1
1822,3714994,2891126,3850920,2924159,1
1823,3744384,2961530,3666105,2863457,1
1824,3712817,2890159,3718935,2802922,1
1825,3827751,2853416,3766635,2883908,1
1826,3806636,2842816,3719967,2862925,1
1827,3778219,2855639,3719224,2845731,1
1828,3845382,2939614,3804869,2963738,1
1829,3783432,2837390,3848684,2872264,1
1830,3821164,2878203,3818501,2896575,1
1831,3713775,2892185,3798455,2828066,1
1832,3836308,2934000,3859087,2885893,1
1833,3850667,2854013,3687140,2836573,1
1834,3806183,2943935,3745273,2923349,1
1835,3683390,2886521,3735255,2899616,1
1836,3745937,2841095,3763668,2893606,1
1837,3805753,2861758,3678826,2841593,1
1838,3775755,2849972,3839137,2861807,1
1839,3747569,2939085,3789119,2806755,1
1840,3719140,2825110,3712232,2902521,1
1841,3769883,2963731,3828799,2926377,1
1842,3783616,2851982,3718899,2971926,1
1843,3786734,2832105,3791650,2940064,1
1844,3785641,2823157,3825979,2873332,1
1845,3743257,2847828,3792940,2935858,1
1846,3756175,2881814,3682793,2838131,1
1847,3791717,2876388,3831726,2883241,1
1848,3753889,2925912,3684615,2913286,1
1849,3762186,2935994,3771937,2904707,1
1850,3776178,2847292,3691270,2910435,1
1851,3751749,2873925,3794215,2886900,1
1852,3813403,2894895,3739026,2795837,1
1853,3746399,2799832,3692825,2928473,1
1854,3811976,2916606,3671626,2877574,1
1855,3777554,2976699,3737480,2815001,1
1856,3713167,2855479,3717307,2958442,1
1857,3832026,2845425,3753942,2796158,1
1858,3786094,2811513,3688055,2926669,1
1859,3778675,2984090,3797237,2889412,1
1860,3732994,2901443,3782219,2805620,1
1861,3692884,2954785,3806961,2860566,1
1862,3774421,2933023,3699570,2826131,1
1863,3689902,2873128,3702658,2943860,1
1864,3766298,2862403,3757055,2969667,1
1865,3823900,2958409,3760806,2840178,1
1866,3828016,2931637,3742168,2885617,1
1867,3781822,2867246,3794099,2953455,1
1868,3674457,2874762,3742792,2921560,1
1869,3801734,2878850,3816623,2866377,1
1870,3830054,2920138,3723661,2974983,1
1871,3774484,2900266,3705607,2925998,1
1872,3735182,2827380,3714653,2872775,1
1873,3708707,2849793,3692313,2894976,1
1874,3803866,2857986,3753734,2824522,1
1875,3680794,2830217,3826751,2860026,1
1876,3747423,2921913,3766665,2854444,1
1877,3839100,2870479,3766932,2821480,1
1878,3793850,2857971,3691761,2889502,1
1879,3676919,2854347,3816264,2881632,1
1880,3803982,2848786,3757255,2820961,1
1881,3737726,2941911,3736187,2881931,1
1882,3747751,2921732,3830972,2835575,1
1883,3810465,2905681,3809301,2858605,1
1884,3742213,2802332,3764058,2918987,1
1885,3789209,2937659,3698059,2938832,1
1886,3806767,2960195,3764564,2919444,1
1887,3820018,2909093,3694023,2873140,1
1888,3682054,2912233,3761673,2884087,1
1889,3845246,2846207,3810420,2816695,1
1890,3664769,2873686,3724321,2882508,1
1891,3775695,2847203,3726391,2837547,1
1892,3804215,2946797,3730821,2904283,1
1893,3713304,2890683,3743160,2834897,1
1894,3798801,2969938,3751666,2840862,1
1895,3849631,2891803,3736865,2828406,1
1896,3685776,2915284,3776376,2907271,1
1897,3670322,2887105,3812524,2848144,1
1898,3736864,2979196,3691181,2818038,1
1899,3675955,2898454,3832025,2867304,1
1900,3802205,2912374,3717035,2941931,1
1901,3685534,2824303,3809168,2971207,1
1902,3747686,2983346,3727014,2898372,1
1903,3823218,2862282,3748737,2900103,1
1904,3786669,2899844,3742479,2940563,1
1905,3805764,2903559,3782513,2832323,1
1906,3746146,2797999,3827854,2898721,1
1907,3843032,2914540,3816252,2881221,1
1908,3732053,2845692,3782410,2922201,1
1909,3772138,2863723,3702019,2945979,1
1910,3764290,2791273,3842680,2866197,1
1911,3810202,2871550,3693874,2911890,1
1912,3734528,2908668,3813158,2807697,1
1913,3697630,2960177,3767446,2795772,1
1914,3844359,2836677,3850640,2897374,1
1915,3821602,2878717,3794836,2825607,1
1916,3664607,2872524,3859524,2894106,1
1917,3735166,2841715,3854002,2904527,1
1918,3719379,2947161,3811906,2962843,1
1919,3821354,2959549,3830666,2959234,1
1920,3712766,2902670,3794387,2914477,1
1921,3774397,2939584,3830753,2850204,1
1922,3783900,2804224,3726518,2978851,1
1923,3735612,2868408,3713147,2974971,1
1924,3755135,2953657,3735129,2984068,1
1925,3723571,2979978,3829169,2955091,1
1926,3728199,2874371,3791688,2914056,1
1927,3829963,2923262,3738320,2944163,1
1928,3749094,2888618,3738925,2962852,1
1929,3821714,2934426,3737380,2814091,1
1930,3765047,2839170,3777514,2844121,1
1931,3772403,2823027,3758893,2872646,1
1932,3727708,2965374,3786821,2893799,1
1933,3753755,2928743,3752223,2856710,1
1934,3681632,2838087,3790402,2936386,1
1935,3734532,2975132,3789241,2947656,1
1936,3770264,2799232,3741922,2907552,1
1937,3818375,2926522,3729208,2820523,1
1938,3764120,2929161,3819100,2911543,1
1939,3781871,2919599,3815556,2950836,1
1940,3728344,2846903,3711990,2972599,1
1941,3690739,2884104,3730236,2796831,1
1942,3805768,2868624,3672327,2883155,1
1943,3821799,2824161,3725488,2846279,1
1944,3698970,2943679,3737816,2967985,1
1945,3760949,2910135,3774615,2986544,1
1946,3840451,2888925,3727509,2928347,1
1947,3770840,2955160,3716818,2962055,1
1948,3797068,2821858,3743630,2934595,1
1949,3761651,2854572,3671150,2858881,1
1950,3847476,2869740,3774154,2927673,1
1951,3723031,2852378,3737920,2889050,1
1952,3809761,2854657,3687309,2823072,1
1953,3704040,2894244,3850550,2885265,1
1954,3833337,2953901,3737846,2906691,1
1955,3709242,2887345,3668550,2864984,1
1956,3790110,2837486,3661798,2901944,1
1957,3729297,2917757,3688258,2924403,1
1958,3736991,2958403,3685263,2830274,1
1959,3713464,2883116,3663880,2878589,1
1960,3715605,2818257,3677354,2869545,1
1961,3792172,2884420,3809437,2848530,1
1962,3731534,2794727,3683906,2927260,1
1963,3710598,2895938,3713336,2827626,1
1964,3697807,2922924,3676094,2923423,1
1965,3793854,2960964,3832874,2862580,1
1966,3814921,2841170,3772949,2960085,1
1967,3748430,2900323,3733744,2809276,1
1968,3727983,2959222,3804243,2897139,1
1969,3686030,2889095,3749856,2804624,1
1970,3771115,2864662,3737930,2885124,1
1971,3812031,2934540,3820030,2861448,1
1972,3842983,2901837,3741453,2947812,1
1973,3772360,2794391,3686825,2896809,1
1974,3725683,2932710,3733221,2801578,1
1975,3697866,2835495,3791850,2840098,1
1976,3810224,2817897,3674267,2924683,1
1977,3770895,2883560,3790573,2976909,1
1978,3790590,2852549,3835609,2835458,1
1979,3731347,2834908,3709808,2900264,1
1980,3740332,2830932,3765273,2986496,1
1981,3679599,2926621,3792150,2978116,1
1982,3689229,2922342,3808821,2967292,1
1983,3775203,2854541,3715558,2898767,1
1984,3731314,2890146,3790574,2944306,1
1985,3694676,2817101,3675869,2934920,1
1986,3730086,2907345,3801194,2919896,1
1987,3774104,2936344,3681551,2847142,1
1988,3779952,2794698,3761117,2823075,1
1989,3684265,2896560,3742494,2879100,1
1990,3694099,2888376,3721901,2819275,1
1991,3827795,2951055,3712263,2832569,1
1992,3724394,2966934,3778719,2985456,1
1993,3793458,2870029,3801920,2879229,1
1994,3767559,2829732,3710606,2924664,1
1995,3713619,2976941,3696321,2878120,1
1996,3733661,2816021,3774266,2840875,1
1997,3682228,2903584,3679689,2944132,1
1998,3748120,2840452,3695006,2944746,1
1999,3800964,2913624,3666408,2874870,1
2000,3816961,2929258,3721019,2842088,1
2001,3804945,2835779,3727764,2967362,1
2002,3750701,2838374,3743266,2929504,1
2003,3764072,2809940,3764179,2969540,1
2004,3801470,2902227,3802616,2894585,1
2005,3709567,2953574,3835363,2894280,1
2006,3784512,2806447,3696659,2941991,1
2007,3667368,2890824,3772194,2797973,1
2008,3793997,2801430,3673416,2903318,1
2009,3832821,2887251,3810417,2832729,1
2010,3792280,2817596,3841436,2891424,1
2011,3834682,2836680,3787617,2797474,1
2012,3829756,2845272,3754049,2922752,1
2013,3703314,2876268,3732038,2888783,1
2014,3844997,2843725,3752232,2820515,1
2015,3812762,2825669,3709461,2972309,1
2016,3713617,2907030,3706814,2928942,1
2017,3809778,2877140,3741633,2916544,1
2018,3733072,2847764,3742996,2831982,1
2019,3799063,2949457,3702894,2924251,1
2020,3806125,2938535,3736939,2906599,1
2021,3797103,2930397,3711556,2812398,1
2022,3793924,2982028,3711142,2903331,1
2023,3763845,2870219,3727407,2929570,1
2024,3737847,2812110,3800866,2949731,1
2025,3760535,2930571,3733713,2807947,1
2026,3717002,2912914,3801050,2844274,1
2027,3705034,2824103,3702807,2873656,1
2028,3663605,2910595,3839310,2864529,1
2029,3839763,2886972,3846519,2913622,1
2030,3802753,2888100,3812063,2821789,1
2031,3795139,2954727,3772134,2886523,1
2032,3838800,2857370,3792942,2967968,1
2033,3793221,2840251,3775194,2967823,1
2034,3774629,2903680,3714388,2963738,1
2035,3695442,2837596,3777773,2878134,1
2036,3718263,2879838,3696579,2814443,1
2037,3785209,2813363,3804311,2867256,1
2038,3780050,2882580,3794209,2807060,1
2039,3782716,2875541,3754541,2807309,1
2040,3742024,2799391,3799390,2966098,1
2041,3671474,2899975,3763939,2915251,1
2042,3688356,2957558,3681321,2878764,1
2043,3765582,2955902,3764868,2903544,1
2044,3663443,2870573,3756205,2807199,1
2045,3671885,2920206,3764219,2870314,1
2046,3736125,2910831,3743045,2855123,1
2047,3813238,2865981,3832770,2940790,1
2048,3661888,2890580,3734758,2842413,1
2049,3789806,2852448,3827859,2822033,1
2050,3750569,2834308,3698768,2943774,1
2051,3717970,2818524,3749839,2878551,1
2052,3759503,2957193,3809884,2891725,1
2053,3783413,2849175,3845623,2875580,1
2054,3695215,2863540,3746801,2947020,1
2055,3743632,2960313,3677397,2885402,1
2056,3817184,2856582,3727622,2827836,1
2057,3701094,2837538,3699118,2881499,1
2058,3758064,2837624,3802454,2922282,1
2059,3767145,2963993,3742985,2973370,1
2060,3775232,2851735,3732607,2838339,1
2061,3769781,2968714,3714614,2861613,1
2062,3748727,2930627,3704513,2840106,1
2063,3727059,2945818,3771471,2934867,1
2064,3725736,2850999,3731249,2863908,1
2065,3827250,2826165,3755868,2957227,1
2066,3660881,2886336,3681214,2857257,1
2067,3715138,2833290,3852268,2873052,1
2068,3812340,2965534,3761801,2985411,1
2069,3716412,2899302,3728636,2819169,1
2070,3763122,2847863,3790192,2878434,1
2071,3739328,2892866,3842618,2867491,1
2072,3704349,2856491,3729714,2808409,1
2073,3838167,2942957,3786881,2873138,1
2074,3690363,2898185,3742134,2929698,1
2075,3737279,2953807,3718524,2969491,1
2076,3685785,2840956,3712647,2820461,1
2077,3836152,2953495,3709475,2949923,1
2078,3856355,2908361,3790239,2930450,1
2079,3745599,2861754,3774770,2791186,1
2080,3805413,2878316,3670666,2925734,1
2081,3794966,2802337,3796641,2927020,1
2082,3702614,2867922,3792263,2854115,1
2083,3695661,2928473,3707262,2877266,1
2084,3808840,2909100,3795703,2829964,1
2085,3774680,2796814,3847825,2851643,1
2086,3729894,2796460,3796990,2805037,1
2087,3703112,2867166,3775554,2903439,1
2088,3712335,2944910,3749673,2854118,1
2089,3840599,2893379,3764956,2859316,1
2090,3789931,2937348,3771031,2909360,1
2091,3691241,2830704,3687850,2919592,1
2092,3747951,2822463,3769590,2847779,1
2093,3780529,2847875,3720418,2835269,1
2094,3688697,2852775,3789349,2974527,1
2095,3687747,2888497,3767477,2850545,1
2096,3812891,2831957,3734668,2848630,1
2097,3723085,2949714,3782070,2962700,1
2098,3747651,2859159,3721219,2882416,1
2099,3783239,2871962,3771188,2955665,1
2100,3741892,2961068,3820680,2912135,1
2101,3833003,2866754,3677118,2906574,1
2102,3792432,2973230,3722541,2968165,1
2103,3710361,2946093,3734793,2934271,1
2104,3789168,2891575,3838721,2847929,1
2105,3776809,2971199,3710348,2894729,1
2106,3823039,2939055,3807979,2969000,1
2107,3800471,2816850,3826994,2958406,1
2108,3731159,2895395,3729451,2836313,1
2109,3786312,2891616,3751499,2919264,1
2110,3835080,2907507,3705345,2863632,1
2111,3688406,2846639,3839629,2894511,1
2112,3748749,2833176,3838876,2855702,1
2113,3837392,2907225,3734497,2957713,1
2114,3840718,2942187,3759041,2912741,1
2115,3753872,2951884,3850448,2913760,1
2116,3687547,2891642,3780414,2976219,1
2117,3786550,2891969,3666305,2895248,1
2118,3726379,2875243,3717002,2937769,1
2119,3724219,2830713,3842938,2859930,1
2120,3707385,2839739,3702651,2935670,1
2121,3789987,2853678,3745187,2826133,1
2122,3850515,2896026,3766745,2837118,1
2123,3794129,2918217,3751020,2868840,1
2124,3682355,2861231,3778234,2957848,1
2125,3663783,2868395,3812603,2862950,1
2126,3746589,2917656,3743039,2806475,1
2127,3808719,2837111,3819349,2867262,1
2128,3716523,2899543,3738580,2981921,1
2129,3768120,2863239,3689193,2870645,1
2130,3691647,2905423,3720863,2922316,1
2131,3807865,2922022,3685357,2926619,1
2132,3731437,2950012,3687777,2871749,1
2133,3766409,2917705,3774205,2807719,1
2134,3801708,2878328,3775304,2920808,1
2135,3817618,2960553,3814273,2855700,1
2136,3714125,2842404,3813504,2952098,1
2137,3826473,2926011,3829431,2956934,1
2138,3767272,2829313,3802639,2979250,1
2139,3842270,2841176,3795486,2894479,1
2140,3794152,2818940,3773139,2934863,1
2141,3687934,2878186,3735841,2953415,1
2142,3853878,2885639,3695415,2871471,1
2143,3830788,2956910,3824709,2855907,1
2144,3721635,2952464,3727104,2929750,1
2145,3775497,2961625,3689294,2824435,1
2146,3726997,2877345,3754055,2797735,1
2147,3770149,2790888,3817677,2955466,1
2148,3718528,2956376,3759742,2911013,1
2149,3679966,2851758,3825916,2893063,1
2150,3792283,2894508,3670138,2891735,1
2151,3773575,2827427,3825834,2935964,1
2152,3748930,2914272,3679045,2891127,1
2153,3709773,2918762,3841107,2855530,1
2154,3727900,2930294,3745701,2837277,1
2155,3761590,2983908,3707206,2946719,1
2156,3779104,2938026,3744705,2911448,1
2157,3842470,2916791,3671465,2932747,1
2158,3817031,2871549,3836670,2835831,1
2159,3805297,2830650,3753495,2862432,1
2160,3742313,2822697,3787649,2799984,1
2161,3745861,2871580,3764575,2931466,1
2162,3719916,2804958,3720353,2918129,1
2163,3753864,2973909,3738168,2894162,1
2164,3673511,2864240,3762226,2904249,1
2165,3822734,2932982,3721987,2864414,1
2166,3687384,2901416,3775860,2810186,1
2167,3823620,2901444,3736441,2961186,1
2168,3797935,2819588,3678800,2912751,1
2169,3770614,2925683,3745644,2968327,1
2170,3800511,2840369,3730819,2862356,1
2171,3724217,2862797,3716281,2830936,1
2172,3693737,2867155,3750825,2920560,1
2173,3796861,2960442,3675289,2866992,1
2174,3790643,2901824,3834519,2951551,1
2175,3722972,2803753,3828308,2878533,1
2176,3745117,2882399,3665934,2916313,1
2177,3678457,2916044,3725861,2859041,1
2178,3737562,2829213,3753948,2821683,1
2179,3686937,2895678,3674380,2928954,1
2180,3689241,2920847,3684141,2863062,1
2181,3800686,2898096,3678133,2834513,1
2182,3690690,2833038,3723270,2936055,1
2183,3717254,2884135,3845755,2869005,1
2184,3757974,2795714,3745017,2958838,1
2185,3802165,2837935,3730762,2843359,1
2186,3750907,2851805,3749156,2922976,1
2187,3820866,2922130,3848203,2918378,1
2188,3784605,2906614,3687266,2862263,1
2189,3697792,2926026,3806461,2919161,1
2190,3780338,2977309,3725420,2804480,1
2191,3664750,2887014,3844292,2917290,1
2192,3767778,2911304,3737499,2955844,1
2193,3751660,2985221,3710029,2846271,1
2194,3716446,2962449,3738656,2874948,1
2195,3778295,2932641,3797799,2963593,1
2196,3698875,2840984,3661613,2888744,1
2197,3813316,2915377,3802740,2833124,1
2198,3785316,2986133,3789355,2825998,1
2199,3723998,2976058,3690746,2878030,1
2200,3785611,2862067,3718049,2843234,1
2201,3779015,2948581,3767277,2857728,1
2202,3696653,2945308,3682674,2926272,1
2203,3778097,2979899,3823443,2893569,1
2204,3770783,2792178,3752334,2944223,1
2205,3822001,2945951,3727446,2891714,1
2206,3781754,2856251,3732213,2840901,1
2207,3757775,2875270,3708538,2828749,1
2208,3695512,2851978,3692653,2864219,1
2209,3737105,2802681,3813125,2846104,1
2210,3797061,2936617,3796023,2899387,1
2211,3706360,2920224,3721095,2857440,1
2212,3762237,2827473,3761536,2972002,1
2213,3761551,2870816,3716357,2896543,1
2214,3813969,2844189,3696147,2855983,1
2215,3711244,2848138,3700706,2933980,1
2216,3766567,2815900,3805784,2960807,1
2217,3854139,2917776,3713853,2837118,1
2218,3828081,2840063,3689621,2919832,1
2219,3713667,2910379,3741636,2828813,1
2220,3679480,2891660,3736368,2910247,1
2221,3722991,2955872,3856152,2891985,1
2222,3842530,2837670,3756269,2802014,1
2223,3737950,2850550,3705111,2911724,1
2224,3700329,2843025,3790857,2941247,1
2225,3793259,2956419,3804295,2801830,1
2226,3798462,2807552,3755897,2917362,1
2227,3789315,2982680,3734255,2969059,1
2228,3733886,2877833,3717956,2949919,1
2229,3701627,2899503,3718733,2961373,1
2230,3760162,2931559,3784024,2858422,1
2231,3692634,2945771,3714391,2919817,1
2232,3688526,2830477,3704022,2822383,1
2233,3724360,2978387,3692780,2941051,1
2234,3784854,2961307,3745253,2819767,1
2235,3742585,2927519,3788097,2974741,1
2236,3752077,2845869,3832816,2884646,1
2237,3808870,2831981,3683598,2925748,1
2238,3769229,2967029,3780006,2903864,1
2239,3736103,2934879,3721536,2808939,1
2240,3727755,2973890,3829901,2852257,1
2241,3672537,2849504,3828379,2943411,1
2242,3747618,2813611,3803511,2855099,1
2243,3754506,2873451,3717695,2961533,1
2244,3708946,2868275,3716095,2825591,1
2245,3697179,2939678,3708835,2812315,1
2246,3699379,2936896,3734484,2949247,1
2247,3730733,2817905,3715387,2813783,1
2248,3761846,2961176,3827474,2936747,1
2249,3842863,2931590,3803751,2932944,1
2250,3738269,2842246,3668732,2900520,1
2251,3842754,2916808,3801599,2813778,1
2252,3688102,2827522,3708337,2860853,1
2253,3836973,2893198,3771190,2950515,1
2254,3752102,2928932,3819995,2915107,1
2255,3757264,2924776,3755316,2872799,1
2256,3819537,2857671,3811548,2892284,1
2257,3770351,2831032,3743448,2944177,1
2258,3674964,2844101,3851023,2866327,1
2259,3748704,2967120,3692079,2890492,1
2260,3700683,2815944,3756414,2813142,1
2261,3829037,2826804,3667427,2854567,1
2262,3762052,2918326,3787268,2983310,1
2263,3738597,2816728,3749353,2904609,1
2264,3825080,2834220,3765568,2798219,1
2265,3691197,2875458,3735507,2908227,1
2266,3722032,2914664,3823510,2885473,1
2267,3718265,2925940,3742436,2791553,1
2268,3670252,2880684,3777524,2970021,1
2269,3781754,2840076,3794927,2903593,1
2270,3734202,2947926,3797472,2885600,1
2271,3678534,2866947,3839820,2886672,1
2272,3783263,2899669,3778895,2853386,1
2273,3773219,2970109,3736952,2929235,1
2274,3837550,2949088,3792954,2810222,1
2275,3826014,2820152,3792565,2964740,1
2276,3708137,2872331,3691495,2954053,1
2277,3695722,2868029,3796941,2915765,1
2278,3796515,2808671,3697659,2849438,1
2279,3701871,2851282,3725887,2837632,1
2280,3724566,2932864,3787256,2797310,1
2281,3791748,2972341,3713900,2817187,1
2282,3727051,2963288,3830882,2872590,1
2283,3754479,2861163,3838722,2919560,1
2284,3716137,2819898,3753168,2903399,1
2285,3751212,2983888,3694869,2943321,1
2286,3847242,2895153,3836332,2907342,1
2287,3781663,2904015,3822007,2875732,1
2288,3700154,2904743,3771780,2911169,1
2289,3695827,2946512,3729306,2933187,1
2290,3691456,2900862,3736596,2931427,1
2291,3839279,2842865,3827578,2901114,1
2292,3787935,2849626,3712917,2925710,1
2293,3730051,2958132,3737501,2946258,1
2294,3825472,2889062,3716667,2939146,1
2295,3673934,2931369,3688389,2880264,1
2296,3754296,2975446,3766790,2840299,1
2297,3802180,2813341,3721993,2909166,1
2298,3693526,2894406,3760310,2820849,1
2299,3804113,2827049,3744375,2855542,1
2300,3830197,2960944,3726693,2797569,1
2301,3824545,2819848,3778184,2939336,1
2302,3779842,2876354,3738083,2846771,1
2303,3695780,2852517,3843211,2843624,1
2304,3753184,2875723,3738302,2826276,1
2305,3698534,2947806,3850895,2929062,1
2306,3697739,2902559,3731094,2976965,1
2307,3798672,2830516,3726265,2820535,1
2308,3727385,2928062,3802842,2918209,1
2309,3776530,2965053,3798804,2813765,1
2310,3662693,2881795,3764703,2926370,1
